subject_id	predicate_id	object_id	row_sha256	source_record	record_sha256	verdict	direction_review	review_report	changed_fields	rationale
MIM:1-Kestose	skos:exactMatch	CHEBI:16885	d07f47885cc811161b6113b358d6ba64c42da3ad1ec752996bc6611537869768	data/ingredients/mapped/1-Kestose.yaml	c3cd932ad6e3dd6b446c499cb8c69bca008dd05bf21dc30acc80368fe1b318e8	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-Kestose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-Pentanol	skos:exactMatch	CHEBI:44884	2a0865552cdc018519175640a72c3e46693e063f3fc8a4a3255afac289ebb339	data/ingredients/mapped/1-Pentanol.yaml	d47463e81ebb231c75529caffced6330cdfb1bea8ebc2b517aaaecd12a4e6d19	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-Pentanol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-aminocyclopropane-1-carboxylate	skos:exactMatch	CHEBI:18053	c663115297f5aceb6e1ee1c4c4d4cc3ff32540a4a32b87754c2483d762b4d996	data/ingredients/mapped/1-aminocyclopropane-1-carboxylate.yaml	1e651391a3c74fff1a3bde0312bfd657542ab61b4c83407f4c1450115037234c	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-aminocyclopropane-1-carboxylate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-butanolCO2	skos:exactMatch	kgmicrobe.ingredient:1_butanol_co2	538cfd4c5939228a5d3605b4d60449aa80970085d0de06464275d84f03281498	data/ingredients/mapped/1-butanolCO2.yaml	50e87c5ea60a056062c81c01bf5e8ea28a1dc8c8f8e3f20acb27a18ef7f5213d	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-butanolCO2.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-chlorobutane	skos:exactMatch	CHEBI:747005	5ef80615ae0faa2cd74a3f756ea9c2f280d5286f3dd11dbc936fc21152e8f56a	data/ingredients/mapped/1-chlorobutane.yaml	29a80bb0d90697f0c3e5336170cdf978ab47781d224c8f83a69835413a15d2ac	pass_with_minor_issues	unchanged	reports/yaml_record_review/1-chlorobutane.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-chloropropane	skos:exactMatch	CHEBI:747004	b70f3d221c0297537725ddb29fcfc67413687f18e6321e4697412bffb6daf29b	data/ingredients/mapped/1-chloropropane.yaml	b0aab9c318f086881a1fd386823724c1a0e88b6b1573b695d3e311c0f17be71f	pass_with_minor_issues	unchanged	reports/yaml_record_review/1-chloropropane.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Acetate	skos:broadMatch	CHEBI:61326	cfb1c4bbb27a2d9f81efdb7398ebf25866128dd0f5b0a5ddfa670d6a9b353dc6	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	0406799826473dee458b6358022420cc7555ba9ee3fbbd2e0b7689cde32fa6d5	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Acetate.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Acetate	skos:exactMatch	cas:143314-17-4	f862685b6ff2c8782f96962521c52da2286fb5c6172d2cf5849b648aaca35a88	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	0406799826473dee458b6358022420cc7555ba9ee3fbbd2e0b7689cde32fa6d5	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Acetate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Acetate	skos:exactMatch	kgmicrobe.compound:1-ethyl-3-methylimidazolium_acetate	18998488ba865b6571d8e318441518c90674986dfaaae1aeec998c635c331716	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	0406799826473dee458b6358022420cc7555ba9ee3fbbd2e0b7689cde32fa6d5	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Acetate.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Chloride	skos:exactMatch	CHEBI:61327	fb389f483b203942a3d86465be0bbd4994aecf75a558f017d770e7ac26d40f70	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Chloride.yaml	5b7a8d4808e005f65dda0e933c887e9780d85236ddf4882bb9479f86fe7a41d0	pass	unchanged	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Chloride.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Lysine	skos:broadMatch	CHEBI:63895	3d6fe001682a41b557357e4852f8597522be7098527b199f58dc3b051bdc97d1	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Lysine.yaml	ceb4b7626883ddf513cb4ff1c5259dd6361ca7c540fd10e44bea29b7817f83c8	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Lysine.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-ethyl-3-methylimidazolium_Lysine	skos:exactMatch	kgmicrobe.compound:1-ethyl-3-methylimidazolium_lysine	fcb59145f531563e3835321af40945567f38e91c5dc37212e9e870819ca2ed38	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Lysine.yaml	ceb4b7626883ddf513cb4ff1c5259dd6361ca7c540fd10e44bea29b7817f83c8	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Lysine.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-methylphenanthrene	skos:exactMatch	CHEBI:35860	bf6a62617c76795e0eaa810a9c9bf3014de2947c40716b3862eef9999f1c9454	data/ingredients/mapped/1-methylphenanthrene.yaml	8cc4a3001604adfe0a69ddf0c97834feb9c579731ac23c8aa5a3d2d27bfddd04	pass_with_minor_issues	unchanged	reports/yaml_record_review/1-methylphenanthrene.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-naphtylacetic_Acid	skos:exactMatch	CHEBI:32918	400c5c34755d3e46fb37675b6403684c9dec625ca79289e2877858270b05b993	data/ingredients/mapped/1-naphtylacetic_Acid.yaml	d363ddaae1c24c09e13c37da08078439c8e54a83076624364ff224dee04a649c	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-naphtylacetic_Acid.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-o-methyl_Alpha-galactopyranoside	skos:exactMatch	CHEBI:55507	2a45635d94d04831494499cddc2896781a2653c2880a86ccfb643f7300afd37c	data/ingredients/mapped/1-o-methyl_Alpha-galactopyranoside.yaml	87b7570e196ec20d4f71621c4036e9d1eb555c4ed931f791a11f102f965bca0f	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-o-methyl_Alpha-galactopyranoside.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-octen-3-ol	skos:exactMatch	CHEBI:34118	5f135430a32505cc16c57dcd67afe89682f3a6e403d7fc63925622495feda033	data/ingredients/mapped/1-octen-3-ol.yaml	0b48ef0d1a3762aaff60b09ab6b7719bef6279fe0fd60e87688189daad4395ff	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-octen-3-ol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-phenazinecarboxamide	skos:exactMatch	CHEBI:62240	eae0b0df23b84f852ce11220209dab7ff95b38d7fc8efa93331be0f09bd62f15	data/ingredients/mapped/1-phenazinecarboxamide.yaml	c76c47f904ae1eeb42385b3543fdbd4eb0bb44dbb3b6a0ec2800645fea481503	pass_with_minor_issues	unchanged	reports/yaml_record_review/1-phenazinecarboxamide.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1-propanolCO2	skos:exactMatch	kgmicrobe.ingredient:1_propanol_co2	0524cdfa9adad7bb615814e891c6020d0b1c65e73c7b5e3773aae0b692d60c54	data/ingredients/mapped/1-propanolCO2.yaml	7d53441edc57a1c03be337a90e4dfe587a0577b2d89e3cba2c071ee29878110e	blocked_by_record_findings	unchanged	reports/yaml_record_review/1-propanolCO2.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:11-Biphenyl-2-ol	skos:exactMatch	CHEBI:17043	9a31d8b12cd8ef0b2c87e78c1ce67d971ff06d563423f8299845032ac63a03bb	data/ingredients/mapped/11-Biphenyl-2-ol.yaml	dc60491a8903099e05468b1f6eb280cbad17fdb150d1eccde0eb298c5c32e0d3	blocked_by_record_findings	unchanged	reports/yaml_record_review/11-Biphenyl-2-ol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:112-trichloroethane	skos:exactMatch	CHEBI:36018	c89175508fc9d5bc2af412149be8633717a37eaa5936432debbb846aa10b6674	data/ingredients/mapped/112-trichloroethane.yaml	e0ca9c75cc61a05b278e044d4e243ebc1854e3d686895a23510798f9049d00db	blocked_by_record_findings	unchanged	reports/yaml_record_review/112-trichloroethane.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:1122-Tetrachloroethane	skos:exactMatch	CHEBI:36026	73a414b01b181b6398d8bfacef23e0bfe52c8b7100391dceec2b896f047d90eb	data/ingredients/mapped/1122-Tetrachloroethane.yaml	b0a7327db273c860ba78aaecb8864949d4579b70186a4b9869845b0425b8938c	blocked_by_record_findings	unchanged	reports/yaml_record_review/1122-Tetrachloroethane.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:12-Propanediol	skos:exactMatch	CHEBI:16997	6f8db1b30b134b5c9be101bf8e87c0b2a1751966dc17a6aafa60eda242742133	data/ingredients/mapped/12-Propanediol.yaml	14d023d7d18ed23abf31b8fa97c288b30cd4957f35e1d5e63290d27d01e0e3d7	blocked_by_record_findings	unchanged	reports/yaml_record_review/12-Propanediol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:12-dichloropropane	skos:exactMatch	CHEBI:82163	aee18806e1c8a06ee1204d735fcfb531e315e9aa9c3079d9916c2d12cf16ae7f	data/ingredients/mapped/12-dichloropropane.yaml	daa1826b7708c2094d5b454b451ac75463fedc9f716e26f8a3b90af5fbcc66b9	pass_with_minor_issues	unchanged	reports/yaml_record_review/12-dichloropropane.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:13-Butandiol	skos:exactMatch	CHEBI:52683	087650e4380d4584866c627a44b2d349fcbaf0ad19bce69e1ae1f16b20c104a8	data/ingredients/mapped/13-Butandiol.yaml	67d1757c57f47c9161ff6763b14858ab926b818a8796f8469165ce4e06475f65	pass_with_minor_issues	unchanged	reports/yaml_record_review/13-Butandiol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:13-Hexanediol	skos:exactMatch	cas:21531-91-9	63b733f1632078d5de4d88b68bbfb687c58ae9f53729a85baae257d8e39d697f	data/ingredients/mapped/13-Hexanediol.yaml	b23558fbfa9c1733db50368c0639c58a91fee40726056f0b8477215e99e4f701	pass	unchanged	reports/yaml_record_review/13-Hexanediol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:13-Propanediol	skos:exactMatch	CHEBI:16109	31491eb2311570d7c7f7d02a979cdef243010b9d0e20fb58d90d2cd7a789228c	data/ingredients/mapped/13-Propanediol.yaml	7d5491352aa59488558c2f2f520d94999d70cdc92bf2f7e50fd2e99ca446a4d7	pass	unchanged	reports/yaml_record_review/13-Propanediol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:14-B-D-Galactobiose	skos:exactMatch	CHEBI:36226	eb82bd118dff41024bcd79de8f59814ba01aa97b2e6de0baf4f7bfeb3452ce69	data/ingredients/mapped/14-B-D-Galactobiose.yaml	346c00c2a113dc722024aef411d261d3a1a09182303a49695e749f53fb575c22	blocked_by_record_findings	unchanged	reports/yaml_record_review/14-B-D-Galactobiose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:14-B-D-Galactobiose	skos:exactMatch	cas:2152-98-9	02db4beabc571329d29d4bafcc690f09550efbc0d0f7ea51d1841630fce39976	data/ingredients/mapped/14-B-D-Galactobiose.yaml	346c00c2a113dc722024aef411d261d3a1a09182303a49695e749f53fb575c22	blocked_by_record_findings	unchanged	reports/yaml_record_review/14-B-D-Galactobiose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:14-Butanediol	skos:exactMatch	CHEBI:41189	7f5624022ee258f851bf5d06a0ef4b3fba8514922b98a10273412136710215f2	data/ingredients/mapped/14-Butanediol.yaml	74b5887ec491eeb6c5f0105dbf97fd961658618af248d954b372ca8e50ad1696	blocked_by_record_findings	unchanged	reports/yaml_record_review/14-Butanediol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:14-naphthoquinone	skos:exactMatch	CHEBI:27418	f220319c481b6145e7be2319914f7c0e3799cc5b9c99c683c9291a1e32d3c7d9	data/ingredients/mapped/14-naphthoquinone.yaml	74519ba0c232e6754ae9308228823ae8a6ff51525c9d1d15cb70b415eb40206b	blocked_by_record_findings	unchanged	reports/yaml_record_review/14-naphthoquinone.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:15-Pentanediol	skos:exactMatch	CHEBI:185431	32ef875eb0a7b27c4fce0dc55dd0d8686eba44b3e8537dad8c7f63945021255e	data/ingredients/mapped/15-Pentanediol.yaml	fc54d1228fc469376af11849f4f24d517b1405881c0390dded5bb980cdca2af2	pass_with_minor_issues	unchanged	reports/yaml_record_review/15-Pentanediol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:16-Hexanediamine	skos:exactMatch	cas:124-09-4	440de7a0446f9eb83311965d4cdabebe2c4527143efaab8f52adcee7738711dc	data/ingredients/mapped/16-Hexanediamine.yaml	526ca6991c57ea6bbfa7ca1b84eea0ca5bb51950e542240714ff1df782453034	blocked_by_record_findings	unchanged	reports/yaml_record_review/16-Hexanediamine.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:18-Crown-6	skos:exactMatch	CHEBI:32397	2b045cb55a2e8929ba4b2e4975e6c731b0650ec058a5f44e0efb4be548a60579	data/ingredients/mapped/18-Crown-6.yaml	c0d9f2830b5226ce4cd6b6ae37800de334d8ca7b9688538e5661814aeed8f5ca	pass_with_minor_issues	unchanged	reports/yaml_record_review/18-Crown-6.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-6-dihydroxybenzoic_Acid	skos:exactMatch	cas:303-07-1	04bee02ba0d3f8fdc6849a7d7b7777b3f81725959d33deeac3752335985c6d7b	data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	bf6ad13872c6cc7344c6375052bfbdea93411ae008633acf26cac93be6694bf8	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-6-dihydroxybenzoic_Acid.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Acetylpyrrole	skos:exactMatch	CHEBI:59981	5b67f757f06fdc3ccc1d0ccb1c0ea7a3b023c5ad20113d25476b8ad67dec5668	data/ingredients/mapped/2-Acetylpyrrole.yaml	68c999e6bca5da4ae9d2296e44cfe958547534debfd03e8bebf9bc21b1c86438	pass_with_minor_issues	unchanged	reports/yaml_record_review/2-Acetylpyrrole.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Aminoethylphosphonate	skos:exactMatch	CHEBI:15573	9aacca38c930a56ad007e8299e876402b8d270cf476e51bd37e9670a7b57b775	data/ingredients/mapped/2-Aminoethylphosphonate.yaml	25dc9a50e431b1178f31a0641a1caa4ceebc8603a0368886cac2d68c5f5f70a6	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Aminoethylphosphonate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Azetidinone	skos:exactMatch	CHEBI:327119	23306da4ba1ecb71ff42e048319d2d5429126da9c51381a375424410b870ed93	data/ingredients/mapped/2-Azetidinone.yaml	f7e28c779eaf03d6687ab9df8bd6b3bb35406d8a6ad79553b2796f7700af32d8	pass_with_minor_issues	unchanged	reports/yaml_record_review/2-Azetidinone.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Chlorobenzoic_acid	skos:exactMatch	CHEBI:30793	10479d911d00cbced82474d2793427724cd401acbd067a15e99502e26a21d96e	data/ingredients/mapped/2-Chlorobenzoic_acid.yaml	d02d654d0908c1d849a51a828beb7db09e25ca1e15f8feb906e400ce189cc0ad	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Chlorobenzoic_acid.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxy-D-Ribose	skos:exactMatch	CHEBI:28816	7c4404086eb6b4b8007d25d00c0b535585a6c8ebd3630fd24722ec4326e66a21	data/ingredients/mapped/2-Deoxy-D-Ribose.yaml	b6128f7ddd369ed67041c0958845fecee40c48cc5c5612a956a84141888509a3	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Deoxy-D-Ribose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxy-D-glucose	skos:exactMatch	CHEBI:15866	f252a7d87d4be8d4e815042ee13a5ef6924c94fb3741651930f761a426164186	data/ingredients/mapped/2-Deoxy-D-glucose.yaml	ff57b56e0dc51c2bb5c03d6830082e628f1358c09d5bd2c775b9c9c0ce92625a	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Deoxy-D-glucose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	skos:broadMatch	CHEBI:86350	58e2deb3d85caf8827332ad9cf74e31f6414d9127becfdf8abdabdeae377607b	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	57e0bbff066972a22942aef00314bb0b1376d48b7ca1805a6d7d0388a70fe781	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	skos:exactMatch	cas:7284-15-3	79716bc191569dabee5199badac0b86c1621dd9c3b5695d6eec9c225ce2c6246	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	57e0bbff066972a22942aef00314bb0b1376d48b7ca1805a6d7d0388a70fe781	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	skos:exactMatch	kgmicrobe.compound:2-deoxy-d-ribonic_acid_lithium_salt	aea1d005b289d925680433eae8b4150a3232f29b9ee517a0040cd566d177db5e	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	57e0bbff066972a22942aef00314bb0b1376d48b7ca1805a6d7d0388a70fe781	blocked_by_record_findings	unchanged	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxyadenosine_5-monophosphate	skos:exactMatch	CHEBI:17713	9ab8cb3bf013481eed37d4e3e760f8e2faae3790b48536dbe91b26832a850da5	data/ingredients/mapped/2-Deoxyadenosine_5-monophosphate.yaml	5bd46a0771456e074fe710a3666aed24c193c87c461aea1c645be5829a0978b5	pass	unchanged	reports/yaml_record_review/2-Deoxyadenosine_5-monophosphate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxyadenosine_Monohydrate	skos:closeMatch	CHEBI:17256	ad1e05fb31e24998d4a29c8f059d3a99fd3bb97125f93df0b075be887ba78ce8	data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	234edb342d3ca2141a1d979722b23e9f4541903cd40df75d1871a864cb515edb	pass_with_minor_issues	unchanged	reports/yaml_record_review/2-Deoxyadenosine_Monohydrate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxyadenosine_Monohydrate	skos:exactMatch	cas:16373-93-6	e4e7126195fca9c570335d6f0730fefafe6713f903df66c484e8c156320a4834	data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	234edb342d3ca2141a1d979722b23e9f4541903cd40df75d1871a864cb515edb	pass_with_minor_issues	unchanged	reports/yaml_record_review/2-Deoxyadenosine_Monohydrate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxycytidine	skos:exactMatch	CHEBI:15698	e35c6e1819f31edbb5ac9419ecd9b07d7d7e40cfb28e248912cdb13db1c7ac9c	data/ingredients/mapped/2-Deoxycytidine.yaml	b76baf004597a71122be043d6d2e264d377b35fc4c020c0acaf60263ef2175c7	pass	unchanged	reports/yaml_record_review/2-Deoxycytidine.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Deoxycytidine_5-monophosphate	skos:exactMatch	CHEBI:15918	cc244600bee6400d781167923633d2f0bb2ab69334812eb7713a186936b1baac	data/ingredients/mapped/2-Deoxycytidine_5-monophosphate.yaml	eedde4a39bad25dca750aa0703925e2e97c3c715e7b23e74beab9c948a43dbba	pass	unchanged	reports/yaml_record_review/2-Deoxycytidine_5-monophosphate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Ethylhexanol	skos:exactMatch	CHEBI:16011	76e79d26e5356599cb1f7d65301f79fbc79f745aca9adae7a7b1fe314c145ff2	data/ingredients/mapped/2-Ethylhexanol.yaml	dfc43af9d1ebd1dc643f7b9fe4ebf25d3e5c276db3f412097e9525144f5be9bf	pass	unchanged	reports/yaml_record_review/2-Ethylhexanol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:2-Furfuraldehyde	skos:exactMatch	CHEBI:34768	3ad40eb0c5960cfa8d0a147691e41da1973a92bc0944a7830836054fa8d40476	data/ingredients/mapped/2-Furfuraldehyde.yaml	88f39362d4b3845a33822d9aa3721c95759276ac6f101d8b26395256ccc7041a	pass	unchanged	reports/yaml_record_review/2-Furfuraldehyde.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
