finding_id	kind	source_record	current_record	current_record_sha256	original_assertion	original_object	disposition	reason	source_context_rows	source_dois	change_plan
SEM:6028aad55b495239163c	component_source_scope	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	aa56347529508fd0c082571cfd39540c6ac3205ba587c992594015c1e881c6a5	MIM.assertion:58c585b6b65586e6d563d130659491edbdc6ba81dd3ad0191be1bc41f1339fe9	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Fastidiosipila sanguinis; the Bergey abstract confirms this medium label but does not specify manufacturer or ingredients. The ignored Edison report contains no answer. The four inferred components remain unverified against original source/product methods.	6029	https://doi.org/10.1002/9781118960608.gbm00675	
SEM:7723b5e4c1662a22a282	component_source_scope	data/ingredients/mapped/PYEG.yaml	data/ingredients/mapped/PYEG.yaml	59aa22d3f741cba3f712bb3294adc7abc1f1e6933dad74b9d79001299c88dd0a	MIM.assertion:5a448065c5aadef456609bcae202b3e3d80ca08573425c376b09b61664dfc622	FOODON:03315426	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium scindens. The prior literature report centers on Caulobacter and unrelated PYEG uses. Current culture-collection growth recipes cannot establish the original substrate preparation.	4180	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:b9893bf06ac5d340ca5c	component_source_scope	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	aa56347529508fd0c082571cfd39540c6ac3205ba587c992594015c1e881c6a5	MIM.assertion:5e257be0d98d5b7765541222be6194f7980680f659a1ae96d1d7670525305042	FOODON:03305103	OPEN_SOURCE_VERIFICATION	Raw source is Fastidiosipila sanguinis; the Bergey abstract confirms this medium label but does not specify manufacturer or ingredients. The ignored Edison report contains no answer. The four inferred components remain unverified against original source/product methods.	6029	https://doi.org/10.1002/9781118960608.gbm00675	
SEM:729a37e00fa2167464cc	component_source_scope	data/ingredients/mapped/GYPS.yaml	data/ingredients/mapped/GYPS.yaml	36840ca128760eb0ac542753d24d155fd1ebb6ccd8229be130953a0d01f2cf6e	MIM.assertion:72f64b413f0023d5888ae27fcabc776f488cd2e72deb2803c2ed277e1faa05f4	CHEBI:28017	CORRECTED	Exact raw source context is Caminicella sporogenes. Alain et al. 2002 p1622 (doi:10.1099/00207713-52-5-1621) defines glucose/yeast extract/peptone/sulfur medium; starch was incorrect. Four current parts are a partial recipe transcription, not a universal GYPS composition.	3351	https://doi.org/10.1002/9781118960608.gbm00618	applied-changes.json
SEM:7cb86e75df178a5e5f81	component_source_scope	data/ingredients/mapped/PYGS.yaml	data/ingredients/mapped/PYGS.yaml	b5d43cabed7ee976f44bb5bbc6a3f0ecc127c9bb6097c36c9b5e7ba433aa6f52	MIM.assertion:7d02e7d878b16fe16584c3ecdb877df5ba3a642fc3fffe45da5694c56b6fe7c0	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium frigidicarnis. Adam et al. 2011 (doi:10.1111/j.1472-765X.2011.03071.x) corroborates starch-containing PYGS for this species, but the originating Bergey/1999 recipe chain was not inspected; no automatic promotion from a later same-species recipe.	4105|4110|8884	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:ee7eb036e32825ada78e	component_source_scope	data/ingredients/mapped/PYG-002_Tween_80.yaml	data/ingredients/mapped/PYG-002_Tween_80.yaml	39aa2fd4d32cd75ab37ad154727c197daa5303d9d40fb21771c7bad63e6e489f	MIM.assertion:818631ebdaa5e55174bbaade8cc1ff20fc04ea0e3d4c4a34ea31879702c6d3ec	FOODON:03315426	OPEN_SOURCE_VERIFICATION	Raw source is Holdemanella biformis. Source label supplies Tween concentration but does not independently identify the PY base formulation or prove all inferred component identities.	8051	https://doi.org/10.1002/9781118960608.gbm00629	
SEM:2727a56eabc39e4c1fa4	component_source_scope	data/ingredients/mapped/PYG-002_Tween_80.yaml	data/ingredients/mapped/PYG-002_Tween_80.yaml	39aa2fd4d32cd75ab37ad154727c197daa5303d9d40fb21771c7bad63e6e489f	MIM.assertion:825bbd38d4f19c6231083ca178f6e33e9a508b5ce789c47a3f98b4e0189dafa3	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Holdemanella biformis. Source label supplies Tween concentration but does not independently identify the PY base formulation or prove all inferred component identities.	8051	https://doi.org/10.1002/9781118960608.gbm00629	
SEM:11ab73ddc99dd155bb56	component_source_scope	data/ingredients/mapped/GYPS.yaml	data/ingredients/mapped/GYPS.yaml	36840ca128760eb0ac542753d24d155fd1ebb6ccd8229be130953a0d01f2cf6e	MIM.assertion:84519b795d111cb04e5a58b5be70c885e472f8dea43b3a2669162eef9265103f	FOODON:03315426	SOURCE_VERIFIED	Exact raw source context is Caminicella sporogenes. Alain et al. 2002 p1622 (doi:10.1099/00207713-52-5-1621) defines glucose/yeast extract/peptone/sulfur medium; starch was incorrect. Four current parts are a partial recipe transcription, not a universal GYPS composition.	3351	https://doi.org/10.1002/9781118960608.gbm00618	applied-changes.json
SEM:6f0c9d492dbd45eff5db	component_source_scope	data/ingredients/mapped/TYGVS_Glucose.yaml	data/ingredients/mapped/TYGVS_Glucose.yaml	0914aecb007a71a9f4e010c08b24d55c1b02b1b522c32a8c5384bc56d5959c6e	MIM.assertion:86b78e20020c39662b2975fee180a08ca73641172b30442c5577a9850f00650b	MIM.component:75521bbf446d0789af5ad90d14ecfcd35b11001f0f69fbe513afc8d4e717b0a3	OPEN_SOURCE_VERIFICATION	Raw source is Treponema medium. Later primary oral TYGVS protocols disagree in named peptone (Trypticase versus Tryptone); neither a different-species recipe nor a shared acronym establishes the original preparation. Adversarial review rejected a tentative promotion; all four original claims remain provisional pending the actual citation chain.	20378	https://doi.org/10.1002/9781118960608.gbm01249	applied-changes.json
SEM:034889eec28873f24171	component_source_scope	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	0d9423c4dde8bee8140bab7b0cc6b27bcfa2e2a1c7c617ff454df19fbc17f777	MIM.assertion:9cf1f094b8e0f6ac5fe65783b8331d6f494b68ec242cfa3940e5d335282ac435	MICRO:0000520	OPEN_SOURCE_VERIFICATION	Raw source is Treponema socranskii. The retained clarified-rumen-fluid identifier is more specific than the source label; the original preparation/clarification method and PY base still require verification.	20395	https://doi.org/10.1002/9781118960608.gbm01249	
SEM:73b0c34738f1e76ee9ad	component_source_scope	data/ingredients/mapped/PY-pectin.yaml	data/ingredients/mapped/PY-pectin.yaml	fe00f8b6439c9d1c86c68ce20efdf672115465cd58b2455edf4ddf30c1e4a6e6	MIM.assertion:a724b2280926cdda0a9c8f3a7e64f4392b47b0724926f093267a098ef5003805	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Treponema pectinovorum. ATCC1223 supports a pectin-containing recipe for that species but does not demonstrate that its branded polypeptone formula equals the original PY-pectin source; keep original-source review open.	20383	https://doi.org/10.1002/9781118960608.gbm01249	
SEM:c90dbfc1bb8a636cbbd1	component_source_scope	data/ingredients/mapped/Modified_Cooked_Meat_Medium.yaml	data/ingredients/mapped/Modified_Cooked_Meat_Medium.yaml	85ab9042f8e67c7ec43210a485b7a9f872d43fc769dc315887fd5d8c1cdacf97	MIM.assertion:a76f929f750eb6d00bd0d4cc00962dc25aef1815dc01dcba9c05c6b3d593c851	FOODON:03305103	OPEN_SOURCE_VERIFICATION	Raw source is Caproiciproducens galactitolivorans. The prior generic handbook interpretation does not identify its source-specific modified recipe or establish the exact meat preparation; source recipe remains required.	3435	https://doi.org/10.1002/9781118960608.gbm01731	
SEM:acd29a45fd528f13bd56	component_source_scope	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	0d9423c4dde8bee8140bab7b0cc6b27bcfa2e2a1c7c617ff454df19fbc17f777	MIM.assertion:a84957700c9197ee7d43d80926fba17dbbd8c21d054aeb2ba94c69b6abd6c0a9	FOODON:03315426	OPEN_SOURCE_VERIFICATION	Raw source is Treponema socranskii. The retained clarified-rumen-fluid identifier is more specific than the source label; the original preparation/clarification method and PY base still require verification.	20395	https://doi.org/10.1002/9781118960608.gbm01249	
SEM:e082de354467a9d57892	component_source_scope	data/ingredients/mapped/CMC_PY_Horse_Serum.yaml	data/ingredients/unmapped/CMC_PY_Horse_Serum.yaml	39e3ff65e31ecd99696afd0b2d3429fba96751361b019a92933e136372b74077	MIM.assertion:a898d77b07c7daf76f716091cc4a49c1f5a898c9a28b5701650d5f90d750c42a	FOODON:03315426	WITHDRAWN_FALSE_MIXTURE	Love et al. 1979 (doi:10.1099/00207713-29-3-241) describes separate cooked meat-carbohydrate and peptone-yeast cultures with horse serum. The source expression was incorrectly flattened into one mixture, and CMC wrongly expanded as carboxymethylcellulose. All four edges withdrawn; raw expression retained as AMBIGUOUS.	6109	https://doi.org/10.1002/9781118960608.gbm00667	applied-changes.json
SEM:bd092a1dc97dbe2d7627	component_source_scope	data/ingredients/mapped/PYG.yaml	data/ingredients/mapped/PYG.yaml	2560177ec64534d39f8b7a9a151bbddd08b70f1c34ce50d7cc6f603dd44ddb83	MIM.assertion:aa19cfc3c85a8742a6f189be5d6c1e1300fd99e772d77253905ded84b4b6b2a4	MICRO:0000178	OPEN_SOURCE_VERIFICATION	The 114 raw occurrences span multiple species and Bergey chapters. Generic PYG recipes corroborate a family but do not independently verify every source preparation; original chapter/recipe comparison remains open.	840|1397|1569|1587|1641|2734|4043|4060|4063|4065|4067|4070|4072|4073|4076|4078|4082|4085|4086|4088|4090|4114|4121|4123|4140|4146|4147|4149|4150|4154|4156|4158|4168|4171|4175|4176|4178|4183|4185|4193|4196|4206|4412|4413|4414|5742|5891|5893|5896|5897|5900|5901|5903|5905|5907|5909|5910|5911|5912|5913|5915|5916|5917|5987|5989|5998|6554|6756|7187|7543|7893|8852|8888|8889|8891|8893|12981|14283|14291|14292|14293|14295|14310|14867|14869|14870|14871|14872|14873|14874|14875|14876|14877|14878|14880|14884|14885|14915|14916|14927|14931|14935|14940|14946|14956|14966|14968|14969|15012|15751|16279|17346|19988|20356	https://doi.org/10.1002/9781118960608.gbm00167|https://doi.org/10.1002/9781118960608.gbm00246|https://doi.org/10.1002/9781118960608.gbm00249|https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629|https://doi.org/10.1002/9781118960608.gbm00631|https://doi.org/10.1002/9781118960608.gbm00642|https://doi.org/10.1002/9781118960608.gbm00668|https://doi.org/10.1002/9781118960608.gbm00705|https://doi.org/10.1002/9781118960608.gbm00712|https://doi.org/10.1002/9781118960608.gbm00717|https://doi.org/10.1002/9781118960608.gbm00755|https://doi.org/10.1002/9781118960608.gbm00768|https://doi.org/10.1002/9781118960608.gbm01083|https://doi.org/10.1002/9781118960608.gbm01536|https://doi.org/10.1002/9781118960608.gbm01632|https://doi.org/10.1002/9781118960608.gbm01634|https://doi.org/10.1002/9781118960608.gbm01733	
SEM:9f075631effcf8c12579	component_source_scope	data/ingredients/mapped/PYEG.yaml	data/ingredients/mapped/PYEG.yaml	59aa22d3f741cba3f712bb3294adc7abc1f1e6933dad74b9d79001299c88dd0a	MIM.assertion:aa7a1d60bae0087006a060ed42ae4467a9780bcb2b319dec77868ef911504bac	CHEBI:17234	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium scindens. The prior literature report centers on Caulobacter and unrelated PYEG uses. Current culture-collection growth recipes cannot establish the original substrate preparation.	4180	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:e9e2e166770525730b0c	component_source_scope	data/ingredients/mapped/PY-pectin.yaml	data/ingredients/mapped/PY-pectin.yaml	fe00f8b6439c9d1c86c68ce20efdf672115465cd58b2455edf4ddf30c1e4a6e6	MIM.assertion:b251c7fc4d7dcdbeb8ceb90e426e601e496fca4b3905836cf12f84453fe7d832	CHEBI:17309	OPEN_SOURCE_VERIFICATION	Raw source is Treponema pectinovorum. ATCC1223 supports a pectin-containing recipe for that species but does not demonstrate that its branded polypeptone formula equals the original PY-pectin source; keep original-source review open.	20383	https://doi.org/10.1002/9781118960608.gbm01249	
SEM:ef2f4b09031d5dcc6e85	component_source_scope	data/ingredients/mapped/PY-cellobiose.yaml	data/ingredients/mapped/PY-cellobiose.yaml	43affad15730fa118b5a490edeb105cc9ca4b3967851eede7a94addf4746683f	MIM.assertion:b6214b75d798ea125d49d7c382b742444aadf9eff5c91cd57a302945975c4e6d	CHEBI:17057	OPEN_SOURCE_VERIFICATION	Raw contexts are Clostridium polysaccharolyticum and Eubacterium siraeum. Named carbohydrate plausibility and generic PY expansion do not independently compare both original source preparations.	4163|5908	https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629	
SEM:ad9fd4c1ccd576bfe991	component_source_scope	data/ingredients/mapped/PYG_Rumen_Fluid.yaml	data/ingredients/mapped/PYG_Rumen_Fluid.yaml	833d1bf421b60fb474361c29a35f88d5702c790d5385221d6fa6757199801c01	MIM.assertion:b669cdd82153e54b5be9fd650e716be2d26b9decfe913e894c3900fe5d6da39b	MICRO:0000520	OPEN_SOURCE_VERIFICATION	Raw source is Eubacterium ruminantium. An unrelated 1993 experimental paper supports rumen-fluid-supplemented PYG for this species, but neither clarification nor the original source-specific recipe has been verified.	5906	https://doi.org/10.1002/9781118960608.gbm00629	
SEM:72f96bdc00b301481c5f	component_source_scope	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	aa56347529508fd0c082571cfd39540c6ac3205ba587c992594015c1e881c6a5	MIM.assertion:b7426417477cd179140850670d7a38331eee9f880e7738947eb36a425464254d	CHEBI:17234	OPEN_SOURCE_VERIFICATION	Raw source is Fastidiosipila sanguinis; the Bergey abstract confirms this medium label but does not specify manufacturer or ingredients. The ignored Edison report contains no answer. The four inferred components remain unverified against original source/product methods.	6029	https://doi.org/10.1002/9781118960608.gbm00675	
SEM:9885c46f9bdea8f68046	component_source_scope	data/ingredients/mapped/CMC_PY_Horse_Serum.yaml	data/ingredients/unmapped/CMC_PY_Horse_Serum.yaml	39e3ff65e31ecd99696afd0b2d3429fba96751361b019a92933e136372b74077	MIM.assertion:bbb5125587fc45cffadd696405762e0c2dfad93bfd57d56164b6924f6eb0f10b	CHEBI:85146	WITHDRAWN_FALSE_MIXTURE	Love et al. 1979 (doi:10.1099/00207713-29-3-241) describes separate cooked meat-carbohydrate and peptone-yeast cultures with horse serum. The source expression was incorrectly flattened into one mixture, and CMC wrongly expanded as carboxymethylcellulose. All four edges withdrawn; raw expression retained as AMBIGUOUS.	6109	https://doi.org/10.1002/9781118960608.gbm00667	applied-changes.json
SEM:a37958ac62d0b582c545	component_source_scope	data/ingredients/mapped/PY-cellobiose.yaml	data/ingredients/mapped/PY-cellobiose.yaml	43affad15730fa118b5a490edeb105cc9ca4b3967851eede7a94addf4746683f	MIM.assertion:bfe68ab1c8b4963716327220045a81950c0618b06c96c07eccef903ef2734925	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw contexts are Clostridium polysaccharolyticum and Eubacterium siraeum. Named carbohydrate plausibility and generic PY expansion do not independently compare both original source preparations.	4163|5908	https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629	
